dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
poisson-separated-n1000000-d10-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,10,42,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,1,921,570,3,3,260.2824716739997,148.4161063570009
poisson-separated-n1000000-d32-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,32,42,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,17478,1000,3,6,359.48297472299964,148.4196178300008
poisson-separated-n1000000-d64-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,64,42,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,62288,1000,1,1,463.9323387839995,146.26418489499883
poisson-separated-n1000000-d128-seed42,synthetic,poisson,separated_clusters,approx_knn_only,1000000,128,42,False,2,50,49,False,0.0,6,166667,166666,50000000,0,1000,0,154622,1000,1,1,548.0030776080002,146.3506901059991
chi_square-separated-n1000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,2,42,False,2,50,49,False,0.0,6,167,166,50000,0,31,9,6,6,1,1,18.427530179000318,0.1412222849976387
chi_square-separated-n1000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,10,42,False,2,50,49,False,0.0,6,167,166,50000,0,31,4,4,4,1,1,18.8842803539992,0.1406471780028368
chi_square-separated-n1000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,32,42,False,2,50,49,False,0.0,6,167,166,50000,0,31,1,21,17,1,1,18.67025298700173,0.1406955999991623
chi_square-separated-n1000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,64,42,False,2,50,49,False,0.0,6,167,166,50000,0,31,1,31,1,1,1,18.56913763799821,0.1354108309969888
chi_square-separated-n1000-d128-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,1000,128,42,False,2,50,49,False,0.0,6,167,166,50000,0,31,0,38,31,1,1,19.1353367039992,0.1398242380018928
chi_square-separated-n5000-d2-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,2,42,False,2,50,49,False,0.0,6,834,833,250000,0,70,17,7,3,1,1,19.486880442000256,0.7081029559994931
chi_square-separated-n5000-d10-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,10,42,False,2,50,49,False,0.0,6,834,833,250000,0,70,4,32,14,1,1,19.64496190799764,0.6929616819979856
chi_square-separated-n5000-d32-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,32,42,False,2,50,49,False,0.0,6,834,833,250000,0,70,1,77,8,1,1,19.46575035299975,0.6803394870003103
chi_square-separated-n5000-d64-seed42,synthetic,chi_square,separated_clusters,approx_knn_only,5000,64,42,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,206,70,1,1,20.05419869900288,0.7100688159989659
