dataset,family,distribution,structure,variant,n_samples,n_features,seed,normalized,k_min,k_max,n_k_values,connected_all_k,connected_rate,n_components,largest_component_size,smallest_component_size,n_edges,reinforcement_vertex_count,anti_hub_count,cutoff_in_degree,candidate_tie_count,selected_from_ties_degree_only,selected_from_ties_score_tie_break,score_tie_candidate_count,build_seconds,connectivity_check_seconds
von_mises-separated-n1000-d2-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,1000,2,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,11,6,2,1,1,0.13784885000131908,0.11480974500227603
von_mises-separated-n1000-d10-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,1000,10,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,3,10,10,1,1,0.15675003199794446,0.11332152999966638
von_mises-separated-n1000-d32-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,1000,32,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,3,13,13,1,1,0.14687288799905218,0.11128398000073503
von_mises-separated-n1000-d64-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,1000,64,42.0,False,2,50,49,False,0.0,6,167,166,50000,0,31,3,10,2,1,1,0.17629525900338194,0.12726155900236336
von_mises-separated-n5000-d2-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,5000,2,42.0,False,2,50,49,False,0.0,4,1668,833,250000,0,70,10,7,7,1,1,0.4365503449989774,0.6755052730004536
von_mises-separated-n5000-d10-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,5000,10,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,2,45,16,1,1,0.44693478499902994,0.6972730029992817
von_mises-separated-n5000-d32-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,5000,32,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,89,70,1,1,0.412667282998882,0.6639529579988448
von_mises-separated-n5000-d64-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,5000,64,42.0,False,2,50,49,False,0.0,6,834,833,250000,0,70,0,168,70,1,1,0.421665434998431,0.6634701650000352
von_mises-separated-n10000-d2-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,10000,2,42.0,False,2,50,49,False,0.0,5,3334,1666,500000,0,100,10,16,14,1,1,0.7333719939997536,1.1884860720019788
von_mises-separated-n10000-d10-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,10000,10,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,1,65,64,1,1,0.6855215470022813,1.1648945050001203
von_mises-separated-n10000-d32-seed42,synthetic,von_mises,separated_clusters,approx_knn_only,10000,32,42.0,False,2,50,49,False,0.0,6,1667,1666,500000,0,100,0,216,100,1,1,0.7068552009986888,1.1835437650006497
